COD_REG;COD_CMPRO;COD_PRO;PRO_COM2001;CMPRO_COM;PRO_COM;COD_ZONA_C;NOME;ALTITUDINE;FLAG
18;80;80;80060;80060;80060;327;Contrada Negrella;625/1572;2
18;80;80;80023;80023;80023;327;Contrada Negrella;625/1572;1
18;79;79;79096;79096;79096;314;Contrada Persico;100/150;2
18;79;79;79129;79129;79129;314;Contrada Persico;100/150;1
18;79;79;79042;79042;79042;292;Contrada Vasi-Lacco;237/431;1
18;79;79;79123;79123;79123;292;Contrada Vasi-Lacco;237/431;2
18;79;79;79137;79137;79137;316;Corvo;0/50;1
18;79;79;79123;79123;79123;316;Corvo;0/50;2
18;78;78;78013;78013;78013;256;Cozzo Serralto;925/1129;1
18;78;78;78062;78062;78062;256;Cozzo Serralto;925/1129;2
18;80;80;80006;80006;80006;326;Croce di Romeo;1371/1450;2
18;80;80;80022;80022;80022;326;Croce di Romeo;1371/1450;1
18;79;79;79058;79058;79058;299;Crocifisso;825/950;1
18;79;79;79115;79115;79115;299;Crocifisso;825/950;2
18;79;79;79052;79052;79052;300;Difesa;575/879;2
18;79;79;79058;79058;79058;300;Difesa;575/879;1
18;79;79;79048;79048;79048;296;Dipodi;71/125;1
18;79;79;79096;79096;79096;296;Dipodi;71/125;2
18;80;80;80079;80079;80079;337;Faccioli;405/434;1
18;80;80;80021;80021;80021;337;Faccioli;405/434;2
18;78;78;78144;78144;78144;283;Fallistro I;1365/1426;2
18;78;78;78143;78143;78143;283;Fallistro I;1365/1426;1
18;78;78;78129;78129;78129;274;Farneto;165/354;2
18;78;78;78104;78104;78104;274;Farneto;165/354;1
18;80;80;80092;80092;80092;331;Faro;0/72;2
18;80;80;80052;80052;80052;331;Faro;0/72;1
18;80;80;80070;80070;80070;336;Ferraina-Iofrida-Litri;119/1955;1
18;80;80;80079;80079;80079;336;Ferraina-Iofrida-Litri;119/1955;2
18;79;79;79137;79137;79137;317;Ferrizzi;49/129;1
18;79;79;79123;79123;79123;317;Ferrizzi;49/129;2
18;79;79;79123;79123;79123;287;Fiumarella;568/984;2
18;79;79;79018;79018;79018;287;Fiumarella;568/984;1
18;78;78;78033;78033;78033;263;Fontana del Principe;1125/1981;2
18;78;78;78057;78057;78057;263;Fontana del Principe;1125/1981;1
18;78;78;78135;78135;78135;280;Greco;400/1238;1
18;78;78;78081;78081;78081;280;Greco;400/1238;2
18;80;80;80052;80052;80052;340;Guercia;59/114;2
18;80;80;80092;80092;80092;340;Guercia;59/114;1
18;78;78;78080;78080;78080;257;Inzurata;64/76;2
18;78;78;78017;78017;78017;257;Inzurata;64/76;1
18;78;78;78106;78106;78106;273;Isoletta;138/143;2
18;78;78;78102;78102;78102;273;Isoletta;138/143;1
18;78;78;78123;78123;78123;279;Le Caselle;73/118;1
18;78;78;78145;78145;78145;279;Le Caselle;73/118;2
18;101;101;101010;101010;101010;290;Massa Nova;33/155;2
18;101;101;101012;101012;101012;290;Massa Nova;33/155;1
18;102;102;102025;102025;102025;304;Mastro Michele;350/650;1
18;102;102;102018;102018;102018;304;Mastro Michele;350/650;2
18;80;80;80068;80068;80068;328;Messari-Lestizi;250/1004;2
18;80;80;80029;80029;80029;328;Messari-Lestizi;250/1004;1
18;78;78;78083;78083;78083;266;Montagna di Masistro;1199/1436;1
18;78;78;78136;78136;78136;266;Montagna di Masistro;1199/1436;2
18;78;78;78037;78037;78037;265;Montebello;1060/1155;2
18;78;78;78077;78077;78077;265;Montebello;1060/1155;1
18;79;79;79117;79117;79117;310;Pagari;500/800;1
18;79;79;79061;79061;79061;310;Pagari;500/800;2
18;78;78;78035;78035;78035;260;Pagliarone;1000/1419;1
18;78;78;78075;78075;78075;260;Pagliarone;1000/1419;2
18;78;78;78013;78013;78013;264;Palomandro;140/588;2
18;78;78;78062;78062;78062;264;Palomandro;140/588;1
18;78;78;78108;78108;78108;275;Pantano Martucci;0/21;1
18;78;78;78047;78047;78047;275;Pantano Martucci;0/21;2
18;80;80;80092;80092;80092;333;Pasqualina;738/1092;2
18;80;80;80058;80058;80058;333;Pasqualina;738/1092;1
18;80;80;80060;80060;80060;332;Petrulli;1100/1135;2
18;80;80;80055;80055;80055;332;Petrulli;1100/1135;1
18;79;79;79137;79137;79137;312;Pettosella;50/133;2
18;79;79;79123;79123;79123;312;Pettosella;50/133;1
18;78;78;78108;78108;78108;276;Piana Tesoro;100/275;1
18;78;78;78089;78089;78089;276;Piana Tesoro;100/275;2
18;78;78;78084;78084;78084;267;Piano del Carpino;1100/1625;2
18;78;78;78088;78088;78088;267;Piano del Carpino;1100/1625;1
18;102;102;102046;102046;102046;321;Piano delle Caverre;150/303;1
18;102;102;102028;102028;102028;321;Piano delle Caverre;150/303;2
18;78;78;78010;78010;78010;281;Piano Grande;221/275;2
18;78;78;78140;78140;78140;281;Piano Grande;221/275;1
18;79;79;79147;79147;79147;320;Pianora;500/528;1
18;79;79;79131;79131;79131;320;Pianora;500/528;2
18;80;80;80066;80066;80066;334;Pietracappella;1329/1818;2
18;80;80;80068;80068;80068;334;Pietracappella;1329/1818;1
18;79;79;79143;79143;79143;319;Pietragrande;0/79;1
18;79;79;79080;79080;79080;319;Pietragrande;0/79;2
18;79;79;79042;79042;79042;293;Pistarina;325/613;1
18;79;79;79123;79123;79123;293;Pistarina;325/613;2
18;102;102;102049;102049;102049;322;Pizzo Corvo;350/544;1
18;102;102;102048;102048;102048;322;Pizzo Corvo;350/544;2
18;102;102;102042;102042;102042;318;Poro di Nicotera;560/684;1
18;102;102;102025;102025;102025;318;Poro di Nicotera;560/684;2
18;102;102;102018;102018;102018;305;Provenzana;0/217;2
18;102;102;102025;102025;102025;305;Provenzana;0/217;1
18;80;80;80077;80077;80077;338;Puntone Trapezio;950/1324;2
18;80;80;80083;80083;80083;338;Puntone Trapezio;950/1324;1
18;102;102;102038;102038;102038;315;Querciarella;675/925;1
18;102;102;102028;102028;102028;315;Querciarella;675/925;2
18;80;80;80091;80091;80091;339;Runcatina;218/364;1
18;80;80;80059;80059;80059;339;Runcatina;218/364;2
18;102;102;102004;102004;102004;286;Salella;720/1049;1
18;80;80;80092;80092;80092;286;Salella;720/1049;2
18;101;101;101017;101017;101017;306;Salinella-Tacina I;171/227;1
18;101;101;101018;101018;101018;306;Salinella-Tacina I;171/227;2
18;101;101;101017;101017;101017;307;Salinella-Tacina II;74/247;1
18;101;101;101018;101018;101018;307;Salinella-Tacina II;74/247;2
18;101;101;101018;101018;101018;308;Salinella-Tacina III;30/57;2
18;101;101;101017;101017;101017;308;Salinella-Tacina III;30/57;1
18;78;78;78046;78046;78046;261;San Biagio-Magaro;338/860;1
18;78;78;78068;78068;78068;261;San Biagio-Magaro;338/860;2
18;78;78;78035;78035;78035;262;San Carmine;680/854;2
18;78;78;78053;78053;78053;262;San Carmine;680/854;1
18;79;79;79029;79029;79029;285;San Pietro;542/600;2
18;79;79;79007;79007;79007;285;San Pietro;542/600;1
18;78;78;78036;78036;78036;278;Serra di Paola;1090/1386;2
18;78;78;78120;78120;78120;278;Serra di Paola;1090/1386;1
18;79;79;79123;79123;79123;294;Serra Mancusa;830/975;2
18;79;79;79042;79042;79042;294;Serra Mancusa;830/975;1
18;102;102;102025;102025;102025;301;Siroto II;0/688;2
18;102;102;102018;102018;102018;301;Siroto II;0/688;1
18;80;80;80019;80019;80019;325;Sovereto;giu-71;1
18;102;102;102025;102025;102025;325;Sovereto;giu-71;2
18;102;102;102042;102042;102042;302;Spata Conveni;400/710;2
18;102;102;102018;102018;102018;302;Spata Conveni;400/710;1
18;78;78;78017;78017;78017;258;Stazione di Mongrassano Est;75/76;1
18;78;78;78080;78080;78080;258;Stazione di Mongrassano Est;75/76;2
18;78;78;78094;78094;78094;268;Taverna;575/610;1
18;78;78;78097;78097;78097;268;Taverna;575/610;2
18;78;78;78061;78061;78061;253;Terme Luigiane;122/301;2
18;78;78;78002;78002;78002;253;Terme Luigiane;122/301;1
18;78;78;78007;78007;78007;271;Timpone Bardisce;1135/1679;2
18;78;78;78100;78100;78100;271;Timpone Bardisce;1135/1679;1
18;101;101;101012;101012;101012;291;Timpone Carnalevari;23/91;1
18;101;101;101018;101018;101018;291;Timpone Carnalevari;23/91;2
18;79;79;79094;79094;79094;309;Turriti;50/200;1
18;79;79;79123;79123;79123;309;Turriti;50/200;2
18;78;78;78005;78005;78005;254;Valli Savico-Pali Aronne;450/1257;1
18;78;78;78149;78149;78149;254;Valli Savico-Pali Aronne;450/1257;2
18;78;78;78021;78021;78021;259;Vota;50/225;1
18;78;78;78047;78047;78047;259;Vota;50/225;2
18;78;78;78045;78045;78045;269;Zona Fosso Crati;400/475;2
18;78;78;78098;78098;78098;269;Zona Fosso Crati;400/475;1
18;78;78;78140;78140;78140;282;Zoncaglia;50/240;1
18;78;78;78010;78010;78010;282;Zoncaglia;50/240;2
19;83;83;83089;83089;83089;350;Barone;125/225;2
19;83;83;83093;83093;83093;350;Barone;125/225;1
19;87;87;87021;87021;87021;354;Bocche del 1809-Monte Rosso;1675/2425;1
19;87;87;87014;87014;87014;354;Bocche del 1809-Monte Rosso;1675/2425;2
19;87;87;87026;87026;87026;353;Cacocciola-Praino;325/450;2
19;87;87;87017;87017;87017;353;Cacocciola-Praino;325/450;1
19;82;82;82002;82002;82002;341;Cannatello;412/738;1
19;82;82;82012;82012;82012;341;Cannatello;412/738;2
19;83;83;83089;83089;83089;348;Cantidati-Scorsonello;60/150;1
19;83;83;83093;83093;83093;348;Cantidati-Scorsonello;60/150;2
19;87;87;87034;87034;87034;361;Casa dello Sciatore;1325/2525;2
19;87;87;87055;87055;87055;361;Casa dello Sciatore;1325/2525;1
19;87;87;87031;87031;87031;362;Cisternazza;2525/3300;2
19;87;87;87055;87055;87055;362;Cisternazza;2525/3300;1
19;87;87;87034;87034;87034;356;Contrada Arena;625/770;1
19;87;87;87031;87031;87031;356;Contrada Arena;625/770;2
19;87;87;87034;87034;87034;357;Contrada Passo Cannelli;1120/1450;1
19;87;87;87031;87031;87031;357;Contrada Passo Cannelli;1120/1450;2
19;83;83;83077;83077;83077;344;Masseria;22/46;1
19;83;83;83049;83049;83049;344;Masseria;22/46;2
19;83;83;83086;83086;83086;345;Mela;131/140;1
19;83;83;83005;83005;83005;345;Mela;131/140;2
19;83;83;83086;83086;83086;346;Miglioso;770/800;1
19;83;83;83005;83005;83005;346;Miglioso;770/800;2
19;83;83;83089;83089;83089;349;Misserio-Fautari;225/845;1
19;83;83;83093;83093;83093;349;Misserio-Fautari;225/845;2
19;88;88;88011;88011;88011;364;Nacalinello;279/312;2
19;88;88;88006;88006;88006;364;Nacalinello;279/312;1
19;89;89;89013;89013;89013;365;Pantano Longarini;1;1
19;88;89;88005;88005;88005;365;Pantano Longarini;1;2
19;83;83;83106;83106;83106;351;Patrì;64/75;1
19;83;83;83016;83016;83016;351;Patrì;64/75;2
19;83;83;83086;83086;83086;347;Pietralunga;318/740;1
19;83;83;83005;83005;83005;347;Pietralunga;318/740;2
19;83;83;83060;83060;83060;343;Piscittina-Amola;92/115;2
19;83;83;83009;83009;83009;343;Piscittina-Amola;92/115;1
19;87;87;87034;87034;87034;360;Pizzillo-Cisterna Praino;980/1475;2
19;87;87;87050;87050;87050;360;Pizzillo-Cisterna Praino;980/1475;1
19;87;87;87026;87026;87026;359;Serra delle Concazze;1550/2100;2
19;87;87;87046;87046;87046;359;Serra delle Concazze;1550/2100;1
19;87;87;87034;87034;87034;363;Serra Pizzuta Calvarina;1450/1725;2
19;87;87;87055;87055;87055;363;Serra Pizzuta Calvarina;1450/1725;1
19;87;87;87031;87031;87031;363;Serra Pizzuta Calvarina;1450/1725;2
19;83;83;83068;83068;83068;342;SS 113 Km 95;22/100;2
19;83;83;83007;83007;83007;342;SS 113 Km 95;22/100;1
19;87;87;87039;87039;87039;358;Torre Malorato;0/21;1
19;87;87;87023;87023;87023;358;Torre Malorato;0/21;2
20;105;105;91089;105017;105017;374;Accettori;26/588;2
20;105;105;91002;105001;105001;374;Accettori;26/588;1
20;105;105;91069;105013;105013;386;Asinalis;53/536;1
20;105;105;91089;105017;105017;386;Asinalis;53/536;2
20;95;95;95032;95032;95032;395;Assai;612/755;1
20;95;95;95034;95034;95034;395;Assai;612/755;2
20;105;105;91039;105011;105011;381;Baccu Orca I;46/493;1
20;105;105;91089;105017;105017;381;Baccu Orca I;46/493;2
20;105;105;91089;105017;105017;382;Baccu Orca II;0/473;2
20;105;105;91039;105011;105011;382;Baccu Orca II;0/473;1
20;105;105;91035;105009;105009;378;Baccu Perdosu;25/481;1
20;92;91;92097;92097;92097;378;Baccu Perdosu;25/481;2
20;91;91;91062;91062;91062;376;Campu Donanigoro;590/1020;2
20;91;91;91017;91017;91017;376;Campu Donanigoro;590/1020;1
20;105;105;91035;105009;105009;379;Contissa;26/536;1
20;105;105;91089;105017;105017;379;Contissa;26/536;2
20;91;91;91085;91085;91085;383;Ianna de Sant'Anna;203/1042;2
20;91;91;91041;91041;91041;383;Ianna de Sant'Anna;203/1042;1
20;104;104;90035;104012;104012;367;Isole di Sud-Est;0/60;1
20;104;104;90006;104004;104004;367;Isole di Sud-Est;0/60;2
20;104;104;90017;104008;104008;366;Malabogare-Remundu Beccu;356/872;2
20;104;104;90002;104003;104003;366;Malabogare-Remundu Beccu;356/872;1
20;92;91;91082;92121;92121;387;Malacrei;300/425;2
20;92;91;91074;92119;92119;387;Malacrei;300/425;1
20;105;105;91002;105001;105001;375;Monte Perdosu;28/545;1
20;92;91;92097;92097;92097;375;Monte Perdosu;28/545;2
20;105;105;91099;105021;105021;377;Punta Dogana;109/913;2
20;91;91;91017;91017;91017;377;Punta Dogana;109/913;1
20;105;105;91089;105017;105017;380;Quirra;0/587;2
20;105;105;91037;105010;105010;380;Quirra;0/587;1
20;91;91;91062;91062;91062;384;S'Aliderrargiu;453/975;2
20;91;91;91055;91055;91055;384;S'Aliderrargiu;453/975;1
20;91;91;91062;91062;91062;385;Settile Osporrai;624/1300;2
20;91;91;91055;91055;91055;385;Settile Osporrai;624/1300;1
20;105;105;91099;105021;105021;388;Trocco Is Gespas;228/476;1
20;105;105;91088;105016;105016;388;Trocco Is Gespas;228/476;2
